X,Y,R_1,R_2,class
0.5247416477234369,0.4275498346732255,0.4363428198257592,0.6515757295817569,2
0.4918267077707106,0.858546436230951,0.7512256315705034,0.652475456851473,0
0.4768897070287538,0.5404643493708731,0.15957731559649413,0.005535390302056298,2
0.5235751500987617,0.8751825260254502,0.5964117253727425,0.2635259489405041,0
0.1152832171134374,0.48249570012356624,0.8370898365771956,0.31487783752523246,1
0.5221663594523838,0.5125859747198133,0.3570697279947668,0.5672723951245161,2
0.8846809897197029,0.8526834293026051,0.8880777179166756,0.2421022846671821,1
0.5228240070591225,0.1937340649993572,0.8227404770689409,0.24888417471265867,1
0.13315615265407416,0.8389711348057188,0.9667581055153536,0.4670785511242196,2
0.5159320758594736,0.8559358674957155,0.8053745832979494,0.6420868421790145,0
0.8202644968494577,0.8234074290916894,0.7176274506393696,0.396635546476255,1
0.11571586388838659,0.8970765664517538,0.6636467898597905,0.05234149447483305,2
0.8554461919354444,0.4777973211921923,0.12257707017573649,0.753013307720125,0
0.8544683438436459,0.5417156066890498,0.19530873447830444,0.25781744544802754,0
0.40525161372938867,0.5394394922548756,0.3274303672573694,0.4167323688592113,2
0.9019803887596595,0.8773936504129299,0.2779785057048484,0.22938746351012285,1
0.8474051516620958,0.04991409752884261,0.5733314752002286,0.5174809616786071,2
0.09303020802605105,0.9260389239888197,0.7240155271413669,0.9962248522211983,2
0.5854436324678224,0.06967354609768663,0.565150851423167,0.17069600169563437,1
0.03278200597452299,0.5693101169905675,0.00714807913848281,0.8759200572383072,1
0.5390444783177154,0.13645004037241723,0.9880667623046091,0.6055896019211164,1
0.5804509429885434,0.4816263232047776,0.5042134702929155,0.030899733436277166,2
0.8403759549543003,0.49805004532933106,0.7469246091175868,0.5346393289893184,0
0.5178042924011016,0.8164052251397916,0.19720177255154026,0.890817409224721,0
0.9330426565353684,0.5111160471126819,0.9875512406924716,0.5117519356101851,0
0.04167804497125756,0.24704820140693495,0.33929359919241353,0.09908270826608623,0
0.05712900525384654,0.4708821122991499,0.6896161775615413,0.628222254317003,1
0.9091675671214329,0.16932851736166696,0.4361873814089394,0.9996930081556132,2
0.06956982547086271,0.5168061773395017,0.07760300788338093,0.705641762601674,1
0.839156479392539,0.5298232975193743,0.5260213921671398,0.8973583042560662,0
0.5042044869326434,0.895748329599086,0.2771008701275969,0.2499075235088083,0
0.8614244926171649,0.47440721094833804,0.3524368634786367,0.5419558316886218,0
0.10826671577652493,0.5005937457193869,0.4420194341581418,0.7593324052671666,1
0.1447015061204876,0.46108202080212013,0.09613158850250114,0.9152984258721127,1
0.8042391727411405,0.4881017390082317,0.9264122766331327,0.3224984406172985,0
0.8562153278578156,0.0980088057085548,0.0863107939715656,0.21261115662646302,2
0.9293017665180683,0.8380107291096868,0.6741418371249672,0.742523881610955,1
0.5003737687451277,0.07102948637805812,0.8358699463673633,0.26594090993099984,1
0.5594816674389078,0.1888007742494964,0.7663008006329604,0.3875889924761624,1
0.8348694826023314,0.13427066337528007,0.18172764519378215,0.051541890729194795,2
0.4815864687580377,0.81962872350132,0.35573831822802704,0.1316231552694913,0
0.4268828843464918,0.08024549442409697,0.23401082067214551,0.7647196657547746,1
0.19385757002752627,0.131292546446626,0.9526335590221071,0.9478562582627246,0
0.9166837731047148,0.5067789263701774,0.3319884451664198,0.4788825454801098,0
0.8959332006672039,0.18269838187251855,0.94006541636577,0.5611274011508436,2
0.5526865748827192,0.8671109299897279,0.1827945406903777,0.3942954454414517,0
0.5460134624408467,0.5217216794914585,0.22746507497027557,0.46132504806490304,2
0.8784456557169338,0.7958517636203131,0.6180922568652671,0.43908366687109734,1
0.8436298092972369,0.11224498461883775,0.8537836026372924,0.17532974792462375,2
0.07433848154244888,0.9129166267968029,0.8901620073386856,0.6006052804956741,2
0.14991859910747352,0.559890493926788,0.2221136961572967,0.7570932135110181,1
0.524707246811011,0.4951265461463332,0.7662727110543414,0.6239926747467068,2
0.8978575837017032,0.9079853963205601,0.158615020352863,0.5063502386450908,1
0.8287827300508323,0.49379213169086744,0.49266835560003586,0.13207698884010977,0
0.4977173429741405,0.16312043724763695,0.09593324581006701,0.3380490220787925,1
0.18244833883943526,0.5244346212467466,0.8117942290147232,0.6470262769681385,1
0.06944583002843482,0.8022989452276159,0.9704635023287993,0.7938914198636546,2
0.8928272570902557,0.8588376880588222,0.5377020362950933,0.2876801268984036,1
0.4870327965165897,0.13231241860852466,0.927043034472967,0.6250492192711607,1
0.4254788759386965,0.12225419333349268,0.814205208133236,0.062082086121888036,1
0.5049118912818726,0.07733528851704916,0.1706389033023158,0.746996987869214,1
0.8769007832459077,0.43995067555372414,0.23993516112576696,0.5056174071204272,0
0.8928102493122965,0.06873949597240081,0.43468299606139127,0.6625597381967933,2
0.9013889034577429,0.09932360176745,0.9446748406915859,0.4772205325590586,2
0.16130013674211835,0.1150296343533185,0.18604501549330932,0.41379569251337256,0
0.4780968748202905,0.12219356770616717,0.0778200335202417,0.38211162711495394,1
0.4570416715024871,0.4939026522377985,0.594863911552627,0.13613971048137197,2
0.0882375608598111,0.45440694663728176,0.13058773007139102,0.6181933213611741,1
0.12428821066351485,0.17308853738559304,0.25005773269864506,0.11246287550440848,0
0.12196304602737335,0.8856949460502573,0.48953953905822967,0.06485976402710036,2
0.9033511770679717,0.10990172343085562,0.24315132776576165,0.8974217118681899,2
0.9631305531801695,0.10657224639992362,0.14030643874289372,0.22652791228348212,2
0.4752892859130373,0.12998605424037102,0.5642495656035883,0.47725171858975834,1
0.5227937226463965,0.49363937449820905,0.5050689688395166,0.5156862131139203,2
0.922612522538441,0.8403590169412536,0.90307746018167,0.29761668818291254,1
0.053213179059801136,0.8796134571356867,0.7809572521399042,0.15277115094106397,2
0.8595111097729085,0.8665747894141805,0.5733929300252896,0.9731480243284195,1
0.155752700908181,0.5162218914613884,0.6581763997457074,0.7015769669480084,1
0.4877952805910133,0.4416800101504429,0.6014484657051228,0.006503052165310885,2
0.12404706961284351,0.8834671413863268,0.252038854804294,0.11521789308126551,2
0.5443374968606087,0.495923141556724,0.5866586398294824,0.9970445120909986,2
0.5018544374548561,0.8533811963490714,0.35527305434529877,0.7967377197873546,0
0.47359056612480677,0.4731774261918852,0.6789612684436895,0.06891642148570265,2
0.13423278967587743,0.5552513911377495,0.14812168476236287,0.07549211300641345,1
0.07172549410110303,0.5204821390366738,0.42811880312968453,0.23077628314001997,1
0.9085448983841296,0.45571563269878734,0.0913715585275624,0.20107311912476666,0
0.515671738846332,0.8572657934271564,0.8375052624343023,0.20435631210286287,0
0.5418704932739666,0.5699743436649903,0.42771454026714417,0.38510972716755365,2
0.5353928294589952,0.7967689644195401,0.8399824075544895,0.5940199924217177,0
0.5128290051290404,0.8993987367630818,0.42117596059841456,0.8864721192250364,0
0.1182500538857028,0.12737802658826686,0.08044565032582462,0.9757348665726872,0
0.8368933391955953,0.516519696227486,0.6136776161766389,0.2831156427186239,0
0.8478247867494166,0.8897287728907004,0.9297718704129779,0.540873654429437,1
0.9052895967753612,0.8419978833219172,0.08809138882733747,0.3862106845892407,1
0.09561037206110257,0.13146958636279052,0.5661341619368178,0.9118211474365944,0
0.09704902519479255,0.5025672102822546,0.9410521893939978,0.6612365077230223,1
0.4817554419507343,0.8101266022666633,0.21836851007943625,0.8277929178680067,0
0.11030164253661995,0.8232634582184584,0.574567276394867,0.27453322904693434,2
0.5086691576501055,0.062179276674184436,0.2989408270002478,0.24817699833351758,1
0.8728133705132317,0.5597401506308323,0.49239092782880245,0.6402563057899526,0
0.1867270816373487,0.43215446512776656,0.35791834234148046,0.0032195885737584806,1
0.9195201197274274,0.8541941921734236,0.36563795203233296,0.766100654164567,1
0.4914668815916423,0.2463219292843492,0.6621057640803016,0.8122583533545149,1
0.5555096059511321,0.8081288932613271,0.5617276125247455,0.3923011907249624,0
0.8771610945468081,0.11100095105668267,0.055636652310925294,0.8718935244919157,2
0.8360077806774215,0.8811733535018221,0.10583923538233586,0.4196633838417937,1
0.8714880513270289,0.11574800508350461,0.9570779702955422,0.8482578205289757,2
0.8887254623149043,0.11973847089116736,0.07128003261048022,0.32613410085664474,2
0.10572262406799805,0.4372596353900944,0.7138124050911692,0.12723171930747212,1
0.519516827705776,0.47984219209637125,0.027014990724964605,0.3757932881061854,2
0.8382296855240654,0.12020481990271609,0.5841289251336118,0.08577282981942957,2
0.8968957924585244,0.8887412934649019,0.29515650639933333,0.8800509230578847,1
0.49522073290868074,0.8068586943073378,0.9785775391234052,0.2999703352799419,0
0.4916129947354998,0.9293015872389067,0.3931175548717998,0.4698899406087227,0
0.8978010466968924,0.833039119317515,0.9918301744712119,0.2828636814604677,1
0.5090577443766083,0.10510779031050627,0.745901428492613,0.7286800506423597,1
0.5147068237588296,0.5524485395590637,0.5312608704525429,0.08663630647717335,2
0.08470010087900934,0.8663521620730965,0.19211484202593254,0.2771760429594312,2
0.8778978140847651,0.4700857289578807,0.5983942152734423,0.7807065321181785,0
0.5215865487883855,0.47321114371970274,0.9846053919777956,0.7768162101889214,2
0.12733689730634548,0.8582393404064318,0.2656671654136883,0.9618702808522674,2
0.4305884637131291,0.5630293319189025,0.8746065097719563,0.3007326956475844,2
0.46119336820947876,0.5014928209207393,0.07322680106326829,0.8721654512302391,2
0.1427622924110701,0.7787278920266456,0.2322408114887624,0.3925772793199146,2
0.8935957256521301,0.8444254794914082,0.26971117568831515,0.2393919796706706,1
0.4555304265519019,0.06179825516621826,0.739424498617326,0.14580676196838538,1
0.1672974826930929,0.11141892167444314,0.6807172561835917,0.6856202725345691,0
0.48365858319884447,0.5006743998390031,0.9473859242741185,0.14992871351906079,2
0.1661567222911656,0.8765374816643096,0.7447886200596632,0.9637534315489562,2
0.498098311804705,0.18286515404212172,0.5753341753076205,0.11806774177252699,1
0.5300641534818531,0.12641348627757598,0.10351417251681427,0.3568287625304163,1
0.07632552564408066,0.8167305990829451,0.8630623374798213,0.007249993628174689,2
0.12646452714248824,0.8640463728885449,0.71832262801038,0.4560661063472742,2
0.15815410174960187,0.9014193936287207,0.7951245313435582,0.2735553910297678,2
0.8471009890049903,0.5150753158119729,0.277275512619783,0.9464455888358847,0
0.4933638547873477,0.8688594768806444,0.8545809686945158,0.9718163607298342,0
0.9104144034966936,0.1674563792340657,0.3482914994714943,0.8656782028007408,2
0.9962623426957892,0.18214521792939145,0.04459426282900292,0.4296425760272158,2
0.4974388749438431,0.8414496881116496,0.7215623854465218,0.5910711473218946,0
0.8317029309343086,0.14622881233940252,0.20576873570819354,0.45028266942490514,2
0.5322967570852001,0.15088196979091512,0.524787468367857,0.29576056786754823,1
0.45632360446902565,0.8657043275852734,0.3066674168713307,0.8453260296938883,0
0.5513681670200202,0.871675218286178,0.10677823431187461,0.12381893600389182,0
0.8553454062691033,0.49732024880428616,0.9601784635878181,0.8839753363738375,0
0.09668925634319653,0.1986669342058967,0.5606076309150867,0.8810829321234686,0
0.8678109406865592,0.4625646852638755,0.5034170325607704,0.6613611091555117,0
0.10443057898415659,0.14188622631522124,0.6943262967887276,0.9911913693967824,0
0.9100491657396236,0.16660953425826885,0.6891385565288048,0.18207099762495482,2
0.1621444254797042,0.5177347354741811,0.9943421467899886,0.7854674637271146,1
0.1758215044713683,0.16700920755647947,0.6547185703999124,0.9854492394824454,0
0.4161178312495616,0.12550531891158345,0.489732056234226,0.16361411360307798,1
0.8943082571716798,0.8835267568685823,0.4943204770433215,0.6274746718718411,1
0.9295411077118904,0.526201079414278,0.03768695627712937,0.057505709985828046,0
0.8780392147212296,0.46877254101150956,0.8995136579552356,0.05488759950101141,0
0.1617126489177556,0.8749739727173325,0.8065450434436697,0.8095090782028738,2
0.11713541754886635,0.13401955005593144,0.054097679439904844,0.5404630683799018,0
0.502632298188819,0.15072387605661686,0.6517996274077735,0.6773707712851182,1
0.5328723520103593,0.10575349729462463,0.8412342364576686,0.7890187235740012,1
0.4374587925273723,0.9486456054568431,0.7030664715353657,0.33976819489317656,0
0.5918929626539122,0.16177162102597809,0.08756645809552477,0.9448401774568895,1
0.8662265848574091,0.8656955793318504,0.9189037694131388,0.6701130470311742,1
0.5465708652469118,0.47609776828492023,0.6938730282666361,0.5996211949118181,2
0.8793035547729502,0.10492383777920676,0.15634844401918602,0.7229802962017069,2
0.5596898322372994,0.058182564364381226,0.31925685112072033,0.9578936024826353,1
0.46754969892576004,0.8099100194549357,0.36084532358253707,0.30438220746550315,0
0.851083404309745,0.7998300843845381,0.9057561983242715,0.3742994937015254,1
0.5074015443994191,0.9177174941725202,0.47571189706046957,0.10911279091778592,0
0.1333188250987054,0.46730151168470424,0.5632329435735995,0.6893014877077658,1
0.5320650349920361,0.1599831649014174,0.7084922907065883,0.8648579580466816,1
0.8524513316354381,0.8501717231511455,0.9115937799594016,0.8774216874610273,1
0.5077217527582648,0.8545258259713143,0.5605204226850533,0.736382717995929,0
0.16431061280714757,0.547827834512332,0.1723438565935106,0.47159438818365906,1
0.9556911276064511,0.11087502295932855,0.530415456734495,0.3659000452989911,2
0.8815495552497632,0.10405967211725571,0.33311839908259677,0.7357837288320686,2
0.5418992229099788,0.8093727349866587,0.12818284777954225,0.14636095317183417,0
0.457744639866259,0.49701733000506454,0.9046266291941404,0.2191787091956625,2
0.513702370275941,0.10417671566627104,0.25640646593907057,0.6626959192584958,1
0.12122645968281288,0.8494612740683241,0.370935252963547,0.5449799454435363,2
0.12151292834265642,0.8219830942489642,0.9426348167439511,0.46240411775840295,2
0.8343881100797395,0.17696920373374447,0.6615689204333446,0.05795939114010129,2
0.4872465313821742,0.14486439034242085,0.4061393652421931,0.3515506391875888,1
0.5243981755572903,0.4913462440220472,0.4758692906548895,0.9719088525808027,2
0.5475412529045015,0.8535715907699921,0.6344657860867167,0.21884226665820594,0
0.8824969959834468,0.8656512248561329,0.38888937945751556,0.7262257591959913,1
0.4918735925967176,0.5278608423010259,0.9103866149044495,0.09253990905422005,2
0.44742570231422873,0.12242662334745465,0.9441275660165938,0.2109107046001243,1
0.14160350937517951,0.2729246016674992,0.8007583548480135,0.24164830568651052,0
